date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:16:05	271805/271805	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2004%20May%202025%2005:11:11%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:05	12290/12290	---MCZ	200	added ('OK')	text/css	date:Sun,%2004%20May%202025%2005:13:50%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:16:06%20GMT	http://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search3dcc.css	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:06	1520662/1520662	---MCZ	200	added ('OK')	text/css	date:Thu,%2001%20May%202025%2020:42:52%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search3dcc.css	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:06	3115/3115	---M--	200	added ('OK')	image/png	etag:%22c2b-9jJwa/xT5PPylXSS9pFB5ubHW6w%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:08	2101134/2101134	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:61587dcbf244e6901ee3398ce597e33c%22	https://6wripy-n1.myshopify.com/collections/	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/index.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:08	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-2t4oSH+8rb3yAn9xl5EiSZexrRw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:09	504576/504576	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:67ef3cc4729514c767eca9d490bd0682%22	https://6wripy-n1.myshopify.com/collections/air-fryers	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/air-fryers.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:09	354548/354548	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b9289995398ce3886adf8b58c25fbb71%22	https://6wripy-n1.myshopify.com/collections/alexa	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/alexa.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:10	503933/503933	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:61fcfff8d8c41ace1858d4fe24877765%22	https://6wripy-n1.myshopify.com/collections/camas-e-colchoes	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/camas-e-colchoes.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:11	355638/355638	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:cacc4f9523d7093359354879e0d661ba%22	https://6wripy-n1.myshopify.com/collections/capacetes	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/capacetes.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
02:16:11	882472/882472	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:d645563f5f536a6be1732e63395e0a36%22	https://6wripy-n1.myshopify.com/collections/celulares	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/celulares.html	(from https://6wripy-n1.myshopify.com/collections/notebook)
